Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
Binny Bansal,41.0,$1.4B,Technology,Flipkart,Former chief operating officer,,True,,,"Singapore, Singapore",India,M,Married,2.0,"Bachelor of Science in Engineering, Indian Institute of Technology"
Jerry Reinsdorf,88.0,$2.1B,Sports,Sports teams,"sports executive and businessman, owner , chairperson",NBA's Chicago Bulls and MLB's Chicago White Sox,True,,,"Chicago, Illinois",United States,M,Married,4.0,"Bachelor of Arts/Science, George Washington University; Law Degree, Northwestern University"
Sam Altman,38.0,$1B,Finance & Investments,Investments,CEO,OpenAI,True,,,"San Francisco, California",United States,M,,,"Drop Out, Stanford University"
Shlomo Eliahu,88.0,$1.2B,Finance & Investments,Insurance,Founder,Eliahu 1959 Ltd.,True,,,"Tel Aviv, Israel",Israel,M,Divorced,4.0,
Rubens Menin Teixeira de Souza,68.0,$1.9B,Diversified,"home building, banking",chairperson,"MRV Engenharia e Participacoes SA, CNN Brasil, Banco Inter",True,,,"Belo Horizonte, Brazil",Brazil,M,Married,3.0,"Bachelor of Arts/Science, Universidade Federal de Minas Gerais"
Bill Austin,82.0,$3.2B,Manufacturing,Hearing aids,"businessman, philanthropist, and founder, principal owner, chairman and CEO",Starkey,True,9.0,,"Brownsville, Texas",United States,M,Married,3.0,"High School Graduate, High School"
Harry Stine,82.0,$9.7B,Food & Beverage,Agriculture,Founder and Owner,Stine Seed,True,10.0,1.0,"Adel, Iowa",United States,M,Married,4.0,"Bachelor of Science, McPherson College"
Todd Christopher,61.0,$3.2B,Fashion & Retail,Hair care products,founded,Vogue International,True,9.0,1.0,"Clearwater, Florida",United States,M,Married,,"Drop Out, High School"
Sanjiv Bajaj,54.0,$5.2B,Diversified,Diversified,"businessman, Chairman and Managing Director",Bajaj Finserv,False,,,"Pune, India",India,M,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Engineering, Pune University; Master of Science in Engineering, The University of Warwick"
Holden Spaht,49.0,$3.3B,Finance & Investments,Private equity,"Managing Partner , responsible for finding and executing new deals",Thoma Bravo,True,8.0,1.0,"San Francisco, California",United States,M,Married,2.0,"Bachelor of Arts, Dartmouth College"
Sergey Shishkarev,56.0,$1B,Logistics,Transport,"President, founder and chairman",Handball Federation,True,,,"Moscow, Russia",Russia,M,Married,5.0,"Master of Science, Military Institute of Ministry of Defense of Russia"
Najib Mikati,68.0,$2.8B,Telecom,Telecom,"politician and businessman, Prime Minister , leads","Lebanon, cabinet",True,,,"Beirut, Lebanon",Lebanon,M,Married,3.0,"Bachelor of Arts/Science, American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon"
Alexander Skorobogatko,56.0,$2.1B,Logistics,"Real estate, airport","former deputy member , Deputy Chairman","State Duma , Committee on Civil, Criminal, Arbitral and Procedural Law",True,,,"Moscow, Russia",Russia,M,Divorced,3.0,"Master of Science, Plekhanov Russian University of Economics"
David Steward,72.0,$7.6B,Technology,IT provider,Founder and Chairman,World Wide Technology,True,10.0,2.0,"St. Louis, Missouri",United States,M,Married,,"Bachelor of Arts/Science, Central Missouri State University"
Christian Angermayer,45.0,$1.1B,Finance & Investments,Investments,Serial Entrepreneur and Investor,,True,,,"London, United Kingdom",Germany,M,,,
Kim Kardashian,43.0,$1.7B,Fashion & Retail,"Shapewear, skincare",Personality,,True,7.0,,"Hidden Hills, California",United States,F,Divorced,4.0,
Bernard Lewis & family,98.0,$1.5B,Fashion & Retail,Fashion retailer,Founder,River Island Fashion,True,,,"London, United Kingdom",United Kingdom,M,,3.0,
Randal Nardone,68.0,$1.4B,Finance & Investments,"Investments, energy",owner,natural gas infrastructure firm New Fortress Energy,True,,,"New York, New York",United States,M,Married,1.0,"Doctor of Jurisprudence, Boston University; Bachelor of Arts/Science, University of Connecticut"
James Jannard,74.0,$1.3B,Fashion & Retail,Sunglasses,"designer , businessman",,True,9.0,,"San Juan Islands, Washington",United States,M,Married,4.0,"Drop Out, University of Southern California"
Norbert Dentressangle & family,69.0,$1.7B,Logistics,"Transport, logistics",,XPO Logistics,True,,,"Lyon, France",France,M,Married,2.0,
Mitchell Jacobson,73.0,$1.8B,Service,Industrial equipment,"Director , Non-Executive Chairman","Juniper Industrial Holdings, Inc, MSC Industrial Direct Co., Inc",False,,,"Locust Valley, New York",United States,M,Married,,"Bachelor of Arts/Science, Brandeis University; Law Degree, New York University"
Vladimir Krupchak,66.0,$1.2B,Manufacturing,Manufacturing,former,State Duma of Russia,True,,,"Limassol, Cyprus",Cyprus,M,Married,7.0,"Bachelor of Science, Arkhangelsk State Medical Institute, Certificate, School of Business, University of Portland, Bachelor of Science, All-Russian Distance Institute of Finance and Economics"
Steven Spielberg,77.0,$4.8B,Media & Entertainment,Movies,Filmmaker,,True,8.0,3.0,"Pacific Palisades, California",United States,M,Married,7.0,"Bachelor of Arts/Science, California State Long Beach"
Dominika Kulczyk,46.0,$2B,Finance & Investments,Diversified,Polish businesswoman,,False,,,"London, United Kingdom",Poland,F,Divorced,2.0,"Master, University of Poznan"
Harsh Goenka,66.0,$3.3B,Diversified,Diversified,chairman,Mumbai-headquartered RPG Enterprises,False,,,"Mumbai, India",India,M,Married,2.0,"Bachelor of Arts/Science, Calcutta University; Master of Business Administration, International Institute for Management and Development"
Ion Tiriac,84.0,$2.1B,Finance & Investments,"Banking, insurance","businessman and former professional , president","tennis and ice hockey player, Romanian Tennis Federation",True,,,"Bucharest, Romania",Romania,M,Single,2.0,
Syed Mokhtar AlBukhary,72.0,$1.3B,Construction & Engineering,"Engineering, automotive",founder,"Albukhary Foundation,",True,,,"Kuala Lumpur, Malaysia",Malaysia,M,Married,5.0,"Drop Out, High School"
Hope Welker,38.0,$2.1B,Metals & Mining,Mining,beneficiary of a trust,mining giant Hancock Prospecting,False,,,"New York, New York",Australia,F,Divorced,2.0,
Deng Weiming & family,55.0,$1.7B,Manufacturing,Battery components,"founder, former , CEO",CNGR,True,,,"Changsha, China",China,M,Married,,
Chris Larsen,63.0,$3.2B,Finance & Investments,Cryptocurrency,"business executive and angel investor, co-founding","Silicon Valley technology startups, Ripple Labs, Prosper Marketplace, E-Loan, Palo Alto Funding Group",True,8.0,4.0,"San Francisco, California",United States,M,Married,2.0,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business"
Chen Kaixuan,65.0,$2.6B,Manufacturing,Household chemicals,chairs,Guangzhou-headquartered Liby Group,True,,,"Guangzhou, China",China,M,,,
Renate Reimann-Haas,72.0,$5.6B,Fashion & Retail,Consumer goods,Heir,JAB Holding Company,False,,,"Vienna, Austria",Germany,F,,,
Katharine Rayner,79.0,$4B,Media & Entertainment,"Media, automotive",Heir,Cox Enterprises,False,1.0,2.0,"East Hampton, New York",United States,F,Widowed,,"Bachelor of Arts/Science, Sarah Lawrence college"
Johanna Braun,44.0,$1.4B,Healthcare,Medical technology,Owner,B. Braun Melsungen,False,,,"Melsungen, Germany",Germany,F,,,
Abigail Bennett,43.0,$1.1B,Food & Beverage,Liquor,Heiress,Constellation Brands,False,,,"Rochester, New York",United States,F,Married,2.0,"Bachelor of Arts, Haverford College"
Koo Bon-sik,65.0,$1.1B,Technology,LG,businessperson,Heesung,False,,,"Seoul, South Korea",South Korea,M,Married,3.0,"Master, University of Michigan"
Axel Oberwelland & family,57.0,$1.2B,Food & Beverage,Candy,proprietor,August Storck KG,False,,,"Berlin, Germany",Germany,M,Married,,"Bachelor of Science, University of St. Gallen"
Hong Feng,47.0,$1.1B,Technology,Smartphones,cofounder,Xiaomi,True,,,"Beijing, China",China,M,,,"Master of Science, Purdue University; Bachelor of Science in Engineering, Shanghai Jiaotong University"
Donald Sterling,89.0,$4B,Real Estate,Real estate,Former Owner,Los Angeles Clippers,True,8.0,1.0,"Beverly Hills, California",United States,M,Married,3.0,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School"
Robert G. Miller,78.0,$1.9B,Technology,Electronics components,Founder,Future Electronics,True,,,"Montreal, Canada",Canada,M,Divorced,2.0,"Bachelor of Arts/Science, Rider University"
Fu Guangming & family,70.0,$1.4B,Food & Beverage,Poultry,"chairman ,",Fujian Sunner Development,True,,,"Nanping, China",China,M,Married,2.0,
Peter Kelly,66.0,$1.3B,Technology,I.T.,actor,,True,,,"Bristol, United Kingdom",United Kingdom,M,Married,,
Ray Dalio,74.0,$15.4B,Finance & Investments,Hedge funds,Founder & CIO Mentor,Bridgewater Associates,True,8.0,3.0,"Greenwich, Connecticut",United States,M,Married,4.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Long Island University"
Cristina Junqueira,41.0,$1.4B,Finance & Investments,fintech,co-founder,Nubank,True,,,"São Paulo, Brazil",Brazil,F,Married,2.0,"Master of Business Administration, Northwestern University's Kellogg School of Management; Bachelor of Engineering, Universidade de Sao Paulo"
Wang Zhenhua,62.0,$1.4B,Real Estate,Real estate,chairman,property developer Future Land Development Holdings.,True,,,"Shanghai, China",China,M,,,"Master of Business Administration, Macau University"
Luo Liguo & family,68.0,$5B,Manufacturing,Chemicals,Chair,Hoshine Silicon Industry,True,,,"Ningbo, China",China,M,Married,2.0,
Wang Laisheng,59.0,$6.8B,Technology,Electronics components,Co-Founder,"Luxshare Precision Industry Co., Ltd",True,,,"Shenzhen, China",Hong Kong,M,,1.0,
Zhang Xinghai & family,61.0,$2.7B,Manufacturing,Machinery,chairs,Seres Group,True,,,"Chongqing, China",China,M,Married,,
Hari Bhartia,67.0,$1.5B,Diversified,Diversified,Managing director,Jubilant Life Sciences,False,,,"Delhi, India",India,M,Married,2.0,"Bachelor of Engineering, Indian Institute of Technology Delhi"
Lyu Yixiong,61.0,$1.8B,Fashion & Retail,Cosmetics,CEO,Shanghai Chicmax Cosmetic,True,,,"Shanghai, China",China,M,,,
Pierre Chen,67.0,$5.9B,Technology,Electronics,Founder and Chairman,Yageo Corporation,True,,,"Taipei, Taiwan",Taiwan,M,Divorced,3.0,"Bachelor of Arts/Science, National Cheng Kung University"
Xie Bingkun & family,57.0,$1.7B,Fashion & Retail,Pearlescent pigments,owner,"Fujian Kuncai Material Technology, a supplier of coating materials",True,,,"Fuzhou, China",China,M,Married,,
Zhong Huijuan,63.0,$7.7B,Healthcare,Pharmaceuticals,Founder and CEO,Hansoh Pharmaceutical,True,,,"Shanghai, China",China,F,Married,1.0,"Bachelor of Science, Jiangsu Normal University; Master of Business Administration, Nanjing University"
Yusaku Maezawa,48.0,$1.5B,Technology,Online retail,entrepreneur,,True,,,"Chiba, Japan",Japan,M,Divorced,1.0,
Walter P.J. Droege,71.0,$3.3B,Finance & Investments,Investing,"businessman, founder and board member",Droege International Group,True,,,"Dusseldorf, Germany",Germany,M,Married,,
German Khan,62.0,$8.5B,Energy,"Oil, banking, telecom",Co-founder,Alfa Group and LetterOne,True,,,"Moscow, Russia",Russia,M,Married,4.0,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys"
Leonid Radvinsky,41.0,$3B,Technology,E-commerce,"businessman,computer programmer, founder , majority owner","cam site MyFreeCams, OnlyFans",True,,,Florida,United States,M,Married,,"Bachelor of Arts/Economics, Northwestern University"
Manohar Lal Agarwal,69.0,$1.5B,Food & Beverage,Snacks,Business professional,,False,,,"Delhi, India",India,M,Married,,"Bachelor of Commerce, Bikaner University"
Gurbachan Singh Dhingra,73.0,$3.5B,Manufacturing,Paints,"entrepreneur, promoter and vice chairman",Berger Paints,True,,,"Delhi, India",India,M,Married,3.0,"Bachelor of Arts/Science, Punjab University"
Kuok Khoon Hong,74.0,$2.9B,Manufacturing,Palm oil,"business magnate, entrepreneur, philanthropist, co-founder, chairman and CEO , co-founder, chairman","Wilmar International, Yihai Kerry",False,,,"Singapore, Singapore",Singapore,M,Married,4.0,"Bachelor of Commerce, McGill University"
Andres Santo Domingo,45.0,$1.7B,Food & Beverage,Beer,co-founder,Kemado Records,False,3.0,1.0,"New York, New York",United States,M,Married,2.0,"Bachelor of Arts/Science, Brown University"
Jose Roberto Ermirio de Moraes,66.0,$1.5B,Diversified,Diversified,,,False,,,"Sao Paulo, Brazil",Brazil,M,Married,3.0,"Bachelor of Science, Insper Institute of Education & Research"
James Goodnight,81.0,$10.1B,Technology,Software,CEO,SAS Institute,True,8.0,2.0,"Cary, North Carolina",United States,M,Married,3.0,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University"
Liang Xinjun,55.0,$2.4B,Finance & Investments,Investments,"entrepreneur, co-founder and former vice chairman/CEO",Fosun International,True,,,"Singapore, Singapore",Singapore,M,Married,1.0,"Doctorate, Arizona State University; Master of Business Administration, Cheung Kong Graduate School of Business; Bachelor of Arts/Science, Fudan University"
Lee Boo-jin,53.0,$4B,Technology,Samsung,President and CEO,Hotel Shilla,False,,,"Seoul, South Korea",South Korea,F,Divorced,1.0,"Bachelor of Arts/Science, Yonsei University"
Helmut Sohmen,84.0,$6.4B,Logistics,Shipping,Chairman,BW Group,False,,,"Hong Kong, Hong Kong",Austria,M,Married,3.0,"Doctor of Jurisprudence, Southern Methodist University; Bachelor of Arts/Science, University of Vienna"
Alberto Prada,70.0,$2.7B,Fashion & Retail,Luxury goods,Heir,Prada,False,,,"Milan, Italy",Italy,M,,,
Vladimir Potanin,63.0,$23.7B,Metals & Mining,Metals,Chairman,Interros,True,,,"Moscow, Russia",Russia,M,Married,7.0,"Masters in Finance, Moscow Institute of International Relations"
Ferit Faik Sahenk,60.0,$2.4B,Diversified,Diversified,chairperson,Doğuş Group,False,,,"Istanbul, Turkey",Turkey,M,Married,1.0,"Bachelor of Arts/Science, Boston College"
Mark Shoen,73.0,$5B,Automotive,U-Haul,businessman and vice-president,U-Haul,False,5.0,,"Phoenix, Arizona",United States,M,Married,1.0,"Bachelor of Arts/Science, College of the Holy Cross"
Sunil Mittal,66.0,$9.2B,Telecom,Telecom,Founder and Chairman,Bharti Enterprises,True,,,"Delhi, India",India,M,Married,3.0,"Bachelor of Arts/Science, Panjab University"
Zadik Bino & family,80.0,$1.9B,Diversified,"Banking, oil",Businessman,,True,,,"Tel Aviv, Israel",Israel,M,Married,3.0,"Diploma, High School"
Wang Xing,45.0,$8.8B,Technology,Food delivery,Co-founder and CEO,Meituan,True,,,"Beijing, China",China,M,,,"Graduate, Tsinghua University"
Ira Rennert,89.0,$3.6B,Finance & Investments,Investments,"businessman, chairman and CEO",Renco Group,True,8.0,2.0,"New York, New York",United States,M,Married,3.0,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business"
Ben Francis,31.0,$1.3B,Fashion & Retail,Fitness clothing,"co-founder, CEO, owner",Ben Francis,True,,,"Birmingham, United Kingdom",United Kingdom,M,,,"Drop Out, Aston University"
Alexander Frolov,59.0,$2.8B,Metals & Mining,"Mining, steel","stakes , CEO","Norilsk Nickel , Evraz",True,,,"Moscow, Russia",Russia,M,Married,1.0,"Doctorate, Moscow Institute of Physics and Technology"
Jason Chang,79.0,$6.6B,Technology,Electronics,Chairman,Semiconductor Engineering,True,,,"Taipei, Taiwan",Singapore,M,Married,3.0,"Bachelor of Arts/Science, National Taiwan University"
Patrick Soon-Shiong,71.0,$6.2B,Healthcare,Pharmaceuticals,Founder and CEO,NantWorks,True,9.0,2.0,"Los Angeles, California",United States,M,Married,2.0,"Master of Science, University of British Columbia; Bachelor of Arts/Science, University of Witwatersrand; Medical Doctor, University of Witwatersrand"
Jonathan Nelson,67.0,$3.4B,Finance & Investments,Private equity,Executive Chairman,Providence Equity Partners,True,8.0,2.0,"Providence, Rhode Island",United States,M,"Widowed, Remarried",3.0,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University"
Yasseen Mansour,62.0,$1.2B,Diversified,Diversified,"owner , businessman, chairman","Mansour Group, Palm Hills Development",True,,,"Cairo, Egypt",Egypt,M,Married,4.0,"Bachelor of Arts/Science, George Washington University"
Narendrakumar Parekh,85.0,$2.4B,Manufacturing,Adhesives,non-executive director,Pidilite Industries,False,,,"Mumbai, India",India,M,Married,3.0,"Master of Science, University of Wisconsin–Madison"
Sara Blakely,53.0,$1.3B,Fashion & Retail,Spanx,Founder,Spanx,True,8.0,,"Atlanta, Georgia",United States,F,Married,4.0,"Bachelor of Arts/Science, Florida State University"
William Belo,78.0,$1B,Fashion & Retail,home improvement stores,founder and chairman,Wilcon Depot,True,,,"Manila, Philippines",Philippines,M,Married,3.0,"Bachelor of Science in Electronics and Communication Engineering, University of Santo Tomas"
Richard Liu,50.0,$4.8B,Technology,E-commerce,Founder,JD Multimedia,True,,,"Beijing, China",China,M,Married,,"Bachelor of Arts/Science, Renmin University of China"
Sasson Dayan & family,84.0,$1.7B,Finance & Investments,Banking,co-founder,Banco Daycoval,True,,,"Sao Paulo, Brazil",Brazil,M,Married,3.0,
Friederike Braun-Luedicke,40.0,$1.7B,Healthcare,Medical technology,owner,medical device maker B. Braun Melsungen,False,,,"Melsungen, Germany",Germany,F,,,"MA in International Cultural and Business Studies, University of Passau"
